term,estimate,std.error,statistic,p.value,data,time_secs,estimator,n,n_clus,seed
(Intercept),-1.157623296589515,0.1532630735857158,57.05049996654073,4.2521541843143495e-14,aggregated data,0.05616903305053711,GEE,500,250,14
x,0.0766403686621791,0.2112932099336213,0.131566126472554,0.7168137200728623,aggregated data,0.05616903305053711,GEE,500,250,14
x,-0.10258658877510124,0.4530597674481029,-0.22643058630636925,0.8208665411701732,raw data,NA,GLM,500,250,14
x,-0.10258658877510132,0.4530597709463572,-0.22643058455800902,0.8208665425298561,aggregated data,NA,GLM,500,250,14
(Intercept),-1.1619498558493213,0.15154117625072755,58.79135436140236,1.7541523789077473e-14,raw data,0.08121085166931152,GEE,500,250,15
x,-0.003714556822677308,0.2222828145230093,2.7925582333793354e-4,0.9866672121788248,raw data,0.08121085166931152,GEE,500,250,15
(Intercept),-1.154363167292015,0.15220680753568555,57.519720670304295,3.341771304121721e-14,aggregated data,0.06622505187988281,GEE,500,250,15
x,-0.020211776016061084,0.22642536965710763,0.007968173515401415,0.9288716059012564,aggregated data,0.06622505187988281,GEE,500,250,15
x,0.18194355641145368,0.426842608605633,0.42625443838844673,0.6699224535168744,raw data,NA,GLM,500,250,15
x,0.18194355641145304,0.426842608605633,0.42625443838844523,0.6699224535168755,aggregated data,NA,GLM,500,250,15
(Intercept),-1.1059567961612389,0.14308171197869105,59.74589451107079,1.0769163338864018e-14,raw data,0.06757616996765137,GEE,500,250,16
x,0.20935573206186397,0.19366530225477982,1.168600523064197,0.2796889820107308,raw data,0.06757616996765137,GEE,500,250,16
(Intercept),-1.110838818463865,0.1435539430998026,59.87862837837721,1.0103029524088925e-14,aggregated data,0.15383481979370117,GEE,500,250,16
x,0.22558834835176772,0.19334249621734337,1.361377869044847,0.24329882756111154,aggregated data,0.15383481979370117,GEE,500,250,16
x,1.2380784168124472,0.4688072262593767,2.6409115462897246,0.008268330330038123,raw data,NA,GLM,500,250,16
x,1.2380784168124472,0.46880722921714363,2.640911529627864,0.008268330736658237,aggregated data,NA,GLM,500,250,16
(Intercept),-1.230261604288983,0.15769332870329708,60.86509426549041,6.106226635438361e-15,raw data,0.04661893844604492,GEE,500,250,17
x,0.42471516886728944,0.20270504238758258,4.3900194086113045,0.036149901649484284,raw data,0.04661893844604492,GEE,500,250,17
(Intercept),-1.2250405099053892,0.15990410294428126,58.69237529197423,1.84297022087776e-14,aggregated data,0.03539586067199707,GEE,500,250,17
x,0.4444271843568499,0.20532903257289964,4.684901986938767,0.03042879947853039,aggregated data,0.03539586067199707,GEE,500,250,17
x,0.8109302162163283,0.4564354585313068,1.7766591115109582,0.07562434356867867,raw data,NA,GLM,500,250,17
x,0.8109302162163278,0.45643546235963844,1.7766590966093097,0.07562434602194838,aggregated data,NA,GLM,500,250,17
(Intercept),-1.328810396795397,0.16047488912502547,68.56648183747441,1.1102230246251565e-16,raw data,0.041661977767944336,GEE,500,250,18
x,0.4706632015796548,0.20509863493569006,5.266170908544278,0.02174379080187816,raw data,0.041661977767944336,GEE,500,250,18
(Intercept),-1.3338431940795332,0.16105015357826002,68.59417983192745,1.1102230246251565e-16,aggregated data,0.04283881187438965,GEE,500,250,18
x,0.4689909893411371,0.20563812964616,5.20141741270927,0.02256847808778495,aggregated data,0.04283881187438965,GEE,500,250,18
x,1.3078529348133268,0.483576414838837,2.7045424356545573,0.006839853271984946,raw data,NA,GLM,500,250,18
x,1.307852934813328,0.4835764180138233,2.7045424178975215,0.006839853637559733,aggregated data,NA,GLM,500,250,18
(Intercept),-1.1297852318973904,0.15386689361548803,53.913982710372245,2.0949908474676704e-13,raw data,0.05087399482727051,GEE,500,250,19
x,0.3424692540623978,0.18942821236464885,3.268540374714538,0.07062043135274998,raw data,0.05087399482727051,GEE,500,250,19
(Intercept),-1.145952489351382,0.15361218438911647,55.65214331515395,8.64863736182997e-14,aggregated data,0.05730104446411133,GEE,500,250,19
x,0.3396409766241514,0.19085057759060295,3.167037492557436,0.07513862414275196,aggregated data,0.05730104446411133,GEE,500,250,19
x,0.21072103131565312,0.45946828493649045,0.4586193176418691,0.6465075619464866,raw data,NA,GLM,500,250,19
x,0.21072103131565273,0.4594682892348157,0.4586193133514851,0.6465075650279946,aggregated data,NA,GLM,500,250,19
(Intercept),-0.9281164456298311,0.13701644163989565,45.88381998016519,1.2547851646615982e-11,raw data,0.05470991134643555,GEE,500,250,20
x,0.21748649469514772,0.1929839661607793,1.270053840107238,0.2597565797759974,raw data,0.05470991134643555,GEE,500,250,20
(Intercept),-0.9272571582003898,0.13710966931175428,45.736636435210116,1.3526957332032907e-11,aggregated data,0.05617713928222656,GEE,500,250,20
x,0.21929191618586388,0.1930063653972898,1.2909278795778394,0.25587702467816065,aggregated data,0.05617713928222656,GEE,500,250,20
x,0.38211047352541816,0.4384286434736288,0.8715454138625454,0.38345642058016555,raw data,NA,GLM,500,250,20
x,0.3821104735254183,0.43842864347362864,0.871545413862546,0.38345642058016516,aggregated data,NA,GLM,500,250,20
(Intercept),-1.2916370321683908,0.11627928567339033,123.38894922792915,0,raw data,0.05833792686462402,GEE,1000,250,1
x,0.4745547352548639,0.1449573204889596,10.717471010367431,0.0010612863007162243,raw data,0.05833792686462402,GEE,1000,250,1
(Intercept),-1.2803770558781882,0.1164536433276101,120.88421805802648,0,aggregated data,0.06259799003601074,GEE,1000,250,1
x,0.47420484112913946,0.1452576244790953,10.657469334801828,0.0010962728482133421,aggregated data,0.06259799003601074,GEE,1000,250,1
x,0.7253555696253073,0.21211531518976579,3.41962846471684,6.270671626621777e-4,raw data,NA,GLM,1000,250,1
x,0.7253555696253091,0.2121153174478468,3.419628428313074,6.270672465689902e-4,aggregated data,NA,GLM,1000,250,1
(Intercept),-1.0549298721926024,0.1134221485648974,86.50703775859334,0,raw data,0.13286805152893066,GEE,1000,250,2
x,0.24733231630369815,0.14721325982276592,2.8227204539585378,0.09293876149755964,raw data,0.13286805152893066,GEE,1000,250,2
(Intercept),-1.0606701739724713,0.1148900491937654,85.23066609377078,0,aggregated data,0.04477381706237793,GEE,1000,250,2
x,0.2626097301069029,0.14965042598906236,3.079397209265335,0.07928990760212384,aggregated data,0.04477381706237793,GEE,1000,250,2
x,0.28067681900839164,0.19711101363623523,1.4239529990261,0.1544600782265307,raw data,NA,GLM,1000,250,2
x,0.2806768190083915,0.19711101424520058,1.4239529946268623,0.15446007950009422,aggregated data,NA,GLM,1000,250,2
(Intercept),-1.1139939003344084,0.113433831626524,96.44515634009652,0,raw data,0.07981991767883301,GEE,1000,250,3
x,0.28111935459550247,0.1309478727628049,4.608765366986793,0.031808926745681365,raw data,0.07981991767883301,GEE,1000,250,3
(Intercept),-1.1308976852435573,0.11370392370499699,98.92264659686106,0,aggregated data,0.05275082588195801,GEE,1000,250,3
x,0.2896581045465203,0.13157182959473845,4.846693330846977,0.02769918391050563,aggregated data,0.05275082588195801,GEE,1000,250,3
x,0.3822624984060753,0.2129249135371255,1.7952924909344823,0.07260711080386344,raw data,NA,GLM,1000,250,3
x,0.3822624984060748,0.21292491578881628,1.7952924719491792,0.07260711382712505,aggregated data,NA,GLM,1000,250,3
(Intercept),-1.0408695840904967,0.10414336092836275,99.89171226005932,0,raw data,0.11475896835327148,GEE,1000,250,4
x,0.06305252360168122,0.1401356249068671,0.20244536486151865,0.6527542162166784,raw data,0.11475896835327148,GEE,1000,250,4
(Intercept),-1.03375702903035,0.10496324817223489,96.99792133728505,0,aggregated data,0.06527996063232422,GEE,1000,250,4
x,0.05585808632718652,0.14048144303592935,0.1581008432836706,0.6909110768976154,aggregated data,0.06527996063232422,GEE,1000,250,4
x,0.1285336825874197,0.20706096247094524,0.6207528500475097,0.5347622503228443,raw data,NA,GLM,1000,250,4
x,0.1285336825874192,0.20706096447128083,0.620752844050655,0.5347622542691375,aggregated data,NA,GLM,1000,250,4
(Intercept),-1.0543468199647366,0.10759020555953296,96.03322429300961,0,raw data,0.06162118911743164,GEE,1000,250,5
x,0.006185618806401487,0.13456205718133638,0.0021131049605448205,0.963335339651815,raw data,0.06162118911743164,GEE,1000,250,5
(Intercept),-1.0552362998204348,0.10794087165046887,95.5713241471478,0,aggregated data,0.049285173416137695,GEE,1000,250,5
x,0.009859240367235593,0.13493882101753388,0.0053384242779995665,0.9417547740430345,aggregated data,0.049285173416137695,GEE,1000,250,5
x,0.022193286219428687,0.21069181124114394,0.1053353051012871,0.9161097493736742,raw data,NA,GLM,1000,250,5
x,0.022193286219428496,0.21069181349960636,0.10533530397216861,0.9161097502695962,aggregated data,NA,GLM,1000,250,5
(Intercept),-1.1335679657397724,0.11896247282398185,90.79776586487061,0,raw data,0.055895090103149414,GEE,1000,250,6
x,0.09727778319096259,0.14113939503224546,0.475040707574279,0.4906773016006477,raw data,0.055895090103149414,GEE,1000,250,6
(Intercept),-1.1368464702624548,0.11944090369392941,90.59359086799844,0,aggregated data,0.047544002532958984,GEE,1000,250,6
x,0.09345561897557884,0.14162577351426708,0.43543792002241777,0.5093326362278627,aggregated data,0.047544002532958984,GEE,1000,250,6
x,0.199523958467942,0.21103765803086444,0.9454424406034748,0.3444330435887978,raw data,NA,GLM,1000,250,6
x,0.19952395846794196,0.21103766028408555,0.9454424305091111,0.344433048740129,aggregated data,NA,GLM,1000,250,6
(Intercept),-1.107197451156823,0.11232011320386592,97.17064593521204,0,raw data,0.08083200454711914,GEE,1000,250,7
x,0.3756305321017985,0.13111653621651934,8.207423350834112,0.004171935204332455,raw data,0.08083200454711914,GEE,1000,250,7
(Intercept),-1.0803610619783575,0.11356951512520429,90.49285766667433,0,aggregated data,0.07100510597229004,GEE,1000,250,7
x,0.3588741222584216,0.13140619314748878,7.4585193154187905,0.0063136918619325355,aggregated data,0.07100510597229004,GEE,1000,250,7
x,0.7339826543861218,0.20706627053343354,3.544675105681254,3.9309730030058195e-4,raw data,NA,GLM,1000,250,7
x,0.7339826543861203,0.20706627237462602,3.544675074162695,3.930973473020923e-4,aggregated data,NA,GLM,1000,250,7
(Intercept),-1.2137296659975318,0.11146044596922954,118.57752502232364,0,raw data,0.06354284286499023,GEE,1000,250,8
x,0.40824987181058287,0.13437468326059193,9.230329550981017,0.0023803880009544143,raw data,0.06354284286499023,GEE,1000,250,8
(Intercept),-1.2100129722359687,0.11180642132962466,117.1241787632117,0,aggregated data,0.050353050231933594,GEE,1000,250,8
x,0.4107259444286686,0.13483535743691583,9.27890423030059,0.0023180806028021417,aggregated data,0.050353050231933594,GEE,1000,250,8
x,0.5867262216133503,0.20486721325102378,2.8639342152540275,0.004184148989819076,raw data,NA,GLM,1000,250,8
x,0.5867262216133494,0.20486721513819567,2.8639341888723684,0.004184149338296485,aggregated data,NA,GLM,1000,250,8
(Intercept),-1.2092641689119668,0.1128154722680979,114.8960339868815,0,raw data,0.06021404266357422,GEE,1000,250,9
x,0.1214023601809273,0.15492653298366904,0.614048472802433,0.4332675478715251,raw data,0.06021404266357422,GEE,1000,250,9
(Intercept),-1.2075107164437089,0.11382142470326478,112.54700766279063,0,aggregated data,0.10713005065917969,GEE,1000,250,9
x,0.12694021241629508,0.15611976875172853,0.6611235732207128,0.41616355973379593,aggregated data,0.10713005065917969,GEE,1000,250,9
x,0.1673289356272671,0.2113815544589873,0.791596674816452,0.4285958864101356,raw data,NA,GLM,1000,250,9
x,0.16732893562726736,0.21138155687913837,0.7915966657532995,0.42859589169640633,aggregated data,NA,GLM,1000,250,9
(Intercept),-1.295135509664251,0.11584097863158165,124.99884099085862,0,raw data,0.05686807632446289,GEE,1000,250,10
x,0.3030895451241591,0.13309474543287939,5.185851687421522,0.02277150890409696,raw data,0.05686807632446289,GEE,1000,250,10
(Intercept),-1.2920608217490956,0.11378999775888975,128.9311148642243,0,aggregated data,0.12511587142944336,GEE,1000,250,10
x,0.3196787468076379,0.13212049120012212,5.854464390744684,0.015537585901239548,aggregated data,0.12511587142944336,GEE,1000,250,10
x,0.5051819751490972,0.23200522025605644,2.177459518331289,0.02944629906930144,raw data,NA,GLM,1000,250,10
x,0.5051819751490969,0.2320052237633149,2.177459485414299,0.02944630152284331,aggregated data,NA,GLM,1000,250,10
(Intercept),-1.281737750468261,0.1142838393293765,125.78495748238318,0,raw data,0.0935201644897461,GEE,1000,250,11
x,0.3974991153745032,0.14060595620064953,7.992173376025266,0.004697998645463941,raw data,0.0935201644897461,GEE,1000,250,11
(Intercept),-1.277631886564817,0.11465604943952401,124.17024467204018,0,aggregated data,0.11938786506652832,GEE,1000,250,11
x,0.40288785686987544,0.14128820077216744,8.131236004209264,0.004350907649260827,aggregated data,0.11938786506652832,GEE,1000,250,11
x,0.612767134101644,0.21101717247233007,2.903873305296961,0.003685772775659309,raw data,NA,GLM,1000,250,11
x,0.6127671341016457,0.21101717475156587,2.903873273931693,0.0036857731448912655,aggregated data,NA,GLM,1000,250,11
(Intercept),-1.2862956355696316,0.11811980436578913,118.58674651320378,0,raw data,0.07354402542114258,GEE,1000,250,12
x,0.19584507695029743,0.1474382831582721,1.7644314397056364,0.18407273636784716,raw data,0.07354402542114258,GEE,1000,250,12
(Intercept),-1.259722336498198,0.11800587369384714,113.9573681684536,0,aggregated data,0.06604599952697754,GEE,1000,250,12
x,0.15510373884055806,0.1477073302568339,1.102656994065755,0.2936837437700498,aggregated data,0.06604599952697754,GEE,1000,250,12
x,0.5956535167959524,0.22499117272599087,2.6474528292777895,0.00811006732954508,raw data,NA,GLM,1000,250,12
x,0.5956535167959534,0.224991175412069,2.6474527976709314,0.0081100680876599,aggregated data,NA,GLM,1000,250,12
(Intercept),-1.2862206309860433,0.11328407479404796,128.9119621066837,0,raw data,0.08205986022949219,GEE,1000,250,13
x,0.3139969406395021,0.14223412018192738,4.873525602213899,0.02727172918021792,raw data,0.08205986022949219,GEE,1000,250,13
(Intercept),-1.2922864741508762,0.11325292525553457,130.2023253915857,0,aggregated data,0.03726506233215332,GEE,1000,250,13
x,0.3116676866438116,0.1423502703341882,4.793657073090057,0.028564716506972676,aggregated data,0.03726506233215332,GEE,1000,250,13
x,0.4724990262215256,0.2111890374726606,2.2373274289045084,0.02526494778595175,raw data,NA,GLM,1000,250,13
x,0.4724990262215258,0.21118903967325559,2.2373274055915022,0.025264949308526893,aggregated data,NA,GLM,1000,250,13
(Intercept),-1.31301180774582,0.12041192652299572,118.9044897242854,0,raw data,0.0575709342956543,GEE,1000,250,14
x,0.46699385861662956,0.143276158620381,10.62366775887401,0.0011164937617823556,raw data,0.0575709342956543,GEE,1000,250,14
(Intercept),-1.3200181383464862,0.1203183833726039,120.3637809836393,0,aggregated data,0.06274080276489258,GEE,1000,250,14
x,0.4707533951434374,0.14373462130112646,10.726650824730037,0.0010560341238047277,aggregated data,0.06274080276489258,GEE,1000,250,14
x,0.6843083624001269,0.21721152953452907,3.1504237545150464,0.0016303380463270076,raw data,NA,GLM,1000,250,14
x,0.6843083624001285,0.21721153168519508,3.1504237233219152,0.001630338220417802,aggregated data,NA,GLM,1000,250,14
(Intercept),-1.11148178629834,0.11104721473403108,100.18192224654439,0,raw data,0.06637001037597656,GEE,1000,250,15
x,0.3794674759759661,0.13190842081828086,8.27568735169294,0.004017944914531002,raw data,0.06637001037597656,GEE,1000,250,15
(Intercept),-1.1033023337213046,0.11104914845749367,98.70942186852838,0,aggregated data,0.045706987380981445,GEE,1000,250,15
x,0.37818821721106194,0.13145886737799345,8.276299825043601,0.004016589793709668,aggregated data,0.045706987380981445,GEE,1000,250,15
x,0.6889716142255542,0.20942543371017533,3.2898182518701367,0.00100252114367168,raw data,NA,GLM,1000,250,15
x,0.6889716142255549,0.20942543555231838,3.2898182229323187,0.001002521246767745,aggregated data,NA,GLM,1000,250,15
(Intercept),-0.9860355051948485,0.1155290233627587,72.84552919251205,0,raw data,0.11449909210205078,GEE,1000,250,16
x,-0.0070957049125770204,0.14364544198384355,0.0024400986952804096,0.9606026358796175,raw data,0.11449909210205078,GEE,1000,250,16
(Intercept),-1.0051605676446163,0.11715219580397238,73.6156277281054,0,aggregated data,0.07244586944580078,GEE,1000,250,16
x,0.008301655134569966,0.1453787069003637,0.00326082710906935,0.9544626270368133,aggregated data,0.07244586944580078,GEE,1000,250,16
x,-0.06626403262235434,0.2102866623449035,-0.3151128649028192,0.7526759609696192,raw data,NA,GLM,1000,250,16
x,-0.06626403262235374,0.2102866644805223,-0.3151128617026089,0.7526759633993418,aggregated data,NA,GLM,1000,250,16
(Intercept),-1.0638696807193477,0.11300663969822569,88.62759038170151,0,raw data,0.07564306259155273,GEE,1000,250,17
x,0.10859461769283185,0.14652492997793204,0.5492797095308742,0.4586121538445339,raw data,0.07564306259155273,GEE,1000,250,17
(Intercept),-1.0547234579911406,0.11227281151437524,88.252702595596,0,aggregated data,0.07387590408325195,GEE,1000,250,17
x,0.09108040763149225,0.14579382332374774,0.3902758524748014,0.532154437631363,aggregated data,0.07387590408325195,GEE,1000,250,17
x,0.3055140758279875,0.2058781243381712,1.483955990031055,0.13782059652127188,raw data,NA,GLM,1000,250,17
x,0.3055140758279876,0.2058781262423255,1.4839559763060368,0.1378206001626648,aggregated data,NA,GLM,1000,250,17
(Intercept),-1.3991013711943314,0.1186668623533221,139.0078881959736,0,raw data,0.07329320907592773,GEE,1000,250,18
x,0.4224819855410634,0.13981917631704344,9.130255109815494,0.002514166593219347,raw data,0.07329320907592773,GEE,1000,250,18
(Intercept),-1.4021554005859909,0.11897047282001628,138.90373476137918,0,aggregated data,0.10946798324584961,GEE,1000,250,18
x,0.42949039950234896,0.14053948882830242,9.33921087364257,0.002243020914177496,aggregated data,0.10946798324584961,GEE,1000,250,18
x,0.6703494065797547,0.218008278000664,3.074880517049509,0.0021058689936673466,raw data,NA,GLM,1000,250,18
x,0.6703494065797566,0.21800828080005136,3.07488047756578,0.0021058692724430553,aggregated data,NA,GLM,1000,250,18
(Intercept),-1.2921836620874327,0.12400329909481354,108.58804443969599,0,raw data,0.10457992553710938,GEE,1000,250,19
x,0.46606447251359934,0.1404125830015351,11.017420864409035,9.025956884914921e-4,raw data,0.10457992553710938,GEE,1000,250,19
(Intercept),-1.3129914672447442,0.12550243981594955,109.45093349835929,0,aggregated data,0.07338213920593262,GEE,1000,250,19
x,0.46775009632939435,0.1416440414443266,10.905137648566695,9.589791329543962e-4,aggregated data,0.07338213920593262,GEE,1000,250,19
x,0.6544927230883959,0.20861163034234778,3.1373740860676023,0.0017046847606131117,raw data,NA,GLM,1000,250,19
x,0.6544927230883948,0.20861163237679944,3.137374055470857,0.001704684938526977,aggregated data,NA,GLM,1000,250,19
(Intercept),-1.2280107563214862,0.1149185216829356,114.18900287051459,0,raw data,0.09250092506408691,GEE,1000,250,20
x,0.42752566187614294,0.1545957099926862,7.647676340274672,0.005684549605406208,raw data,0.09250092506408691,GEE,1000,250,20
(Intercept),-1.2339450834364019,0.11477902031769384,115.57572773443817,0,aggregated data,0.08302807807922363,GEE,1000,250,20
x,0.4332541634207825,0.15505259495647775,7.807777195246186,0.005202185394947989,aggregated data,0.08302807807922363,GEE,1000,250,20
x,0.6418370697938467,0.2092403233230565,3.0674635729886663,0.0021588377114775924,raw data,NA,GLM,1000,250,20
x,0.6418370697938468,0.209240325315319,3.067463543782095,0.002158837922442398,aggregated data,NA,GLM,1000,250,20
(Intercept),-1.1670667468731166,0.08365829253952861,194.61369438793034,0,raw data,0.105377197265625,GEE,2500,250,1
x,0.28555874385034663,0.08915797077237561,10.2581861305917,0.0013607940968728416,raw data,0.105377197265625,GEE,2500,250,1
(Intercept),-1.1765977806474917,0.08478120956397009,192.60024405931506,0,aggregated data,0.0437769889831543,GEE,2500,250,1
x,0.2814237034342927,0.08951177614915018,9.884643218503212,0.0016666384315733307,aggregated data,0.0437769889831543,GEE,2500,250,1
x,0.3785199685360797,0.1087312481616851,3.481243662109116,4.990912439457618e-4,raw data,NA,GLM,2500,250,1
x,0.3785199685360795,0.10873124909831255,3.4812436321211537,4.990912998271461e-4,aggregated data,NA,GLM,2500,250,1
(Intercept),-1.0973124541324766,0.08654417812854864,160.76255532285023,0,raw data,0.11439299583435059,GEE,2500,250,2
x,0.2805877913172119,0.08822480354282458,10.114773010274755,0.0014708554772961957,raw data,0.11439299583435059,GEE,2500,250,2
(Intercept),-1.093711385839972,0.08768892768660068,155.56645238009614,0,aggregated data,0.045886993408203125,GEE,2500,250,2
x,0.2685357674117743,0.09016952934175633,8.869204592810263,0.002900214804884449,aggregated data,0.045886993408203125,GEE,2500,250,2
x,0.3900537417380387,0.11054681086503204,3.5284033857318606,4.18074529519789e-4,raw data,NA,GLM,2500,250,2
x,0.39005374173804175,0.110546811864624,3.528403353827181,4.1807457991526744e-4,aggregated data,NA,GLM,2500,250,2
(Intercept),-1.1583906381859865,0.08538740917167094,184.04431429437093,0,raw data,0.2589259147644043,GEE,2500,250,3
x,0.32544629720526147,0.08670174259779298,14.089741219392758,1.7429179353756208e-4,raw data,0.2589259147644043,GEE,2500,250,3
(Intercept),-1.1678832746605305,0.0878213908799953,176.8472275909426,0,aggregated data,0.08605790138244629,GEE,2500,250,3
x,0.33533007537226006,0.08865755955526161,14.305843449039395,1.5538178970531114e-4,aggregated data,0.08605790138244629,GEE,2500,250,3
x,0.4135267250801994,0.10945244292883063,3.778140661045704,1.580036319088737e-4,raw data,NA,GLM,2500,250,3
x,0.41352672508019744,0.10945244407995476,3.7781406213105404,1.580036571134885e-4,aggregated data,NA,GLM,2500,250,3
(Intercept),-1.1915408713700928,0.08745097000804947,185.64729492913943,0,raw data,0.17908692359924316,GEE,2500,250,4
x,0.3793112280019564,0.08425459892476406,20.267685928148587,6.7328174178094e-6,raw data,0.17908692359924316,GEE,2500,250,4
(Intercept),-1.1960558153234009,0.08911729993563551,180.127015907027,0,aggregated data,0.09222698211669922,GEE,2500,250,4
x,0.3799894615300594,0.08556768999324738,19.720752781536362,8.962280566349179e-6,aggregated data,0.09222698211669922,GEE,2500,250,4
x,0.499791602861549,0.11207356542594182,4.459495876320729,8.215265386450098e-6,raw data,NA,GLM,2500,250,4
x,0.49979160286154545,0.11207356662804044,4.459495828488243,8.215267219749576e-6,aggregated data,NA,GLM,2500,250,4
(Intercept),-1.0695372826770413,0.0822768581826136,168.9804480916541,0,raw data,0.11939001083374023,GEE,2500,250,5
x,0.1669209335763799,0.08225327058076527,4.118274198804471,0.04242233356586733,raw data,0.11939001083374023,GEE,2500,250,5
(Intercept),-1.083722498128769,0.0846032002209856,164.082625543941,0,aggregated data,0.08727097511291504,GEE,2500,250,5
x,0.1634526662448339,0.08420015928175957,3.768410387861099,0.052229246789660566,aggregated data,0.08727097511291504,GEE,2500,250,5
x,0.22698474850352227,0.10887671958398279,2.0847868063147885,0.03708865686294914,raw data,NA,GLM,2500,250,5
x,0.22698474850352274,0.10887672054357382,2.0847867879404083,0.03708865853157087,aggregated data,NA,GLM,2500,250,5
(Intercept),-1.3146949334465985,0.08508708084914754,238.73864799234548,0,raw data,0.11407089233398438,GEE,2500,250,6
x,0.44860759432809255,0.08446345017562955,28.209514222277598,1.0886810830612603e-7,raw data,0.11407089233398438,GEE,2500,250,6
(Intercept),-1.3118479763358892,0.08906583302314781,216.94255518149475,0,aggregated data,0.06948590278625488,GEE,2500,250,6
x,0.43818239192726444,0.08722413940342018,25.236926165208853,5.070209395663383e-7,aggregated data,0.06948590278625488,GEE,2500,250,6
x,0.5914116054348203,0.11170470564337728,5.294419801104268,1.193948719664275e-7,raw data,NA,GLM,2500,250,6
x,0.5914116054348216,0.11170470663251664,5.294419754222468,1.1939490259423534e-7,aggregated data,NA,GLM,2500,250,6
(Intercept),-1.0763465513261712,0.07961483251242246,182.7747824661969,0,raw data,0.18951702117919922,GEE,2500,250,7
x,0.2153846061416526,0.0777682985357641,7.670507982320682,0.005613065262620176,raw data,0.18951702117919922,GEE,2500,250,7
(Intercept),-1.0923665747473263,0.08176422057248288,178.48848494995866,0,aggregated data,0.08944916725158691,GEE,2500,250,7
x,0.22465373007880934,0.07997420688746718,7.890915342406848,0.004968371381925629,aggregated data,0.08944916725158691,GEE,2500,250,7
x,0.26732299915462493,0.11018410834463947,2.426148408974536,0.01526002851781093,raw data,NA,GLM,2500,250,7
x,0.26732299915462526,0.11018410966879866,2.426148379817824,0.015260029743858672,aggregated data,NA,GLM,2500,250,7
(Intercept),-1.2146013378599247,0.08212888359558307,218.71354082797225,0,raw data,0.15089702606201172,GEE,2500,250,8
x,0.2748928195248672,0.09158754337763693,9.008530869852759,0.002687223371847014,raw data,0.15089702606201172,GEE,2500,250,8
(Intercept),-1.1948490915967072,0.08390153461921267,202.80857172300387,0,aggregated data,0.07562088966369629,GEE,2500,250,8
x,0.2575204612029132,0.09324003736662197,7.628139122794337,0.005746456247817555,aggregated data,0.07562088966369629,GEE,2500,250,8
x,0.37358192157908726,0.10886444032154542,3.431624876549808,5.999768324926508e-4,raw data,NA,GLM,2500,250,8
x,0.3735819215790877,0.10886444144593317,3.431624841106862,5.999769108957603e-4,aggregated data,NA,GLM,2500,250,8
(Intercept),-1.2770001557462893,0.08917065062444175,205.08695149608266,0,raw data,0.1405808925628662,GEE,2500,250,9
x,0.32657007735544474,0.09077962982875168,12.941242139851045,3.214216656868274e-4,raw data,0.1405808925628662,GEE,2500,250,9
(Intercept),-1.3140636812032862,0.09040418717099227,211.27870820091124,0,aggregated data,0.07035207748413086,GEE,2500,250,9
x,0.33978820020714573,0.09145789730453265,13.803021405082285,2.0300949479934438e-4,aggregated data,0.07035207748413086,GEE,2500,250,9
x,0.41196901852409074,0.11317266290354258,3.640181364957483,2.724460697233018e-4,raw data,NA,GLM,2500,250,9
x,0.41196901852408774,0.11317266422469646,3.6401813224627446,2.7244611468828716e-4,aggregated data,NA,GLM,2500,250,9
(Intercept),-1.1693279672418653,0.08296180370197763,198.66268585765144,0,raw data,0.20458316802978516,GEE,2500,250,10
x,0.15093544021669486,0.08170386757950764,3.4126929984448644,0.06469678450521554,raw data,0.20458316802978516,GEE,2500,250,10
(Intercept),-1.1741217236761878,0.08278743450998115,201.13951469596202,0,aggregated data,0.08422613143920898,GEE,2500,250,10
x,0.16997134704319472,0.08183409584975676,4.314026967879683,0.03779938258172699,aggregated data,0.08422613143920898,GEE,2500,250,10
x,0.1480382899411154,0.11207490665575838,1.3208870242097965,0.1865390369424618,raw data,NA,GLM,2500,250,10
x,0.14803828994111518,0.11207490801754566,1.3208870081601078,0.18653904229476437,aggregated data,NA,GLM,2500,250,10
(Intercept),-1.2580300742087795,0.08756959104144688,206.38370457483515,0,raw data,0.26247310638427734,GEE,2500,250,11
x,0.21576202158612168,0.09901402060760618,4.748501867458866,0.02932381325012734,raw data,0.26247310638427734,GEE,2500,250,11
(Intercept),-1.2496844452598497,0.08781106238645843,202.5360171664461,0,aggregated data,0.08393311500549316,GEE,2500,250,11
x,0.21069098366527458,0.09952424587855724,4.4816105155923935,0.03426142103928498,aggregated data,0.08393311500549316,GEE,2500,250,11
x,0.29062812949332456,0.11325477865127334,2.5661445190600527,0.010283597235329966,raw data,NA,GLM,2500,250,11
x,0.2906281294933237,0.11325478000507311,2.5661444883854383,0.010283598144789534,aggregated data,NA,GLM,2500,250,11
(Intercept),-1.215061903597298,0.08461234857025675,206.21930039851398,0,raw data,0.20243597030639648,GEE,2500,250,12
x,0.26520901887254755,0.09302193331282897,8.128414745196766,0.004357683179901484,raw data,0.20243597030639648,GEE,2500,250,12
(Intercept),-1.2016771805863697,0.08479834417659578,200.81718928147143,0,aggregated data,0.06910514831542969,GEE,2500,250,12
x,0.24877856443611113,0.09361787760183359,7.061684862907868,0.007874990007428417,aggregated data,0.06910514831542969,GEE,2500,250,12
x,0.3693720162810267,0.11007865992670067,3.355527915465038,7.921366145694917e-4,raw data,NA,GLM,2500,250,12
